route,time_period,forecasted_demand,forecast_confidence,max_capacity,committed_capacity,load_factor,void_capacity,utilization_strategy,planning_comment,pricing_recommendation
DEL-FRA,2026-01-01,175.2177532863746,0.9958987521003996,2394,122.65242730046221,0.05123326119484637,2271.347572699538,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-12,132.75506720594615,0.9380900038151988,2394,92.9285470441623,0.03881727111284975,2301.0714529558377,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-13,1290.084902197607,0.8464506002133748,2394,903.0594315383249,0.37721780766011903,1490.940568461675,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-14,367.7724545074006,0.4978439951518806,2394,257.4407181551804,0.10753580541152062,2136.5592818448195,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-15,1237.9770754092592,0.8988301501380889,2394,866.5839527864814,0.3619816009968594,1527.4160472135186,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-16,140.01384672896,0.9382610638215404,2394,98.00969271027199,0.04093972126577777,2295.990307289728,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-17,291.28942800953774,0.6601187817017025,2394,203.9025996066764,0.08517234737120986,2190.0974003933234,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-18,2619.687708721355,0.654902445436045,2394,1833.7813961049485,0.7659905581056593,560.2186038950515,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-19,2250.8109008485862,0.9400580542974504,2394,1575.5676305940103,0.6581318423533877,818.4323694059897,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-20,126.76144959891724,0.9165380360772968,2394,88.73301471924206,0.03706475134471264,2305.266985280758,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-21,185.19112302614417,0.9942910604117936,2394,129.63378611830092,0.05414945117723514,2264.366213881699,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-22,292.71403453632666,0.7181096715624384,2394,204.89982417542865,0.08558889898723002,2189.100175824571,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-23,217.98758898460036,0.8658383750544694,2394,152.59131228922024,0.06373906110660829,2241.4086877107798,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-24,476.4696468611524,0.4693320705115272,2394,333.52875280280665,0.1393186101933194,2060.4712471971934,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-25,380.456921751851,0.585862241024132,2394,266.3198452262957,0.11124471396252952,2127.680154773704,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-26,382.8625077150247,0.6534757333381696,2394,268.00375540051726,0.11194810167105984,2125.996244599483,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-27,358.5726661520434,0.5629345090074562,2394,251.00086630643034,0.10484580881638694,2142.9991336935695,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-28,478.75349184518353,0.5812822500296553,2394,335.1274442916285,0.13998640112432267,2058.8725557083717,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-29,195.36776575899088,0.8849525604784758,2394,136.75743603129362,0.05712507770730728,2257.2425639687062,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-30,256.3917340352985,0.7410573132453118,2394,179.47421382470893,0.07496834328517499,2214.525786175291,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-31,222.68395915588968,0.7967590676628252,2394,155.87877140912278,0.06511226875903207,2238.1212285908773,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-01,2076.648058614774,0.6361041161782655,2394,1453.6536410303418,0.6072070346826824,940.3463589696582,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-02,374.9768246002147,0.6388857091479507,2394,262.4837772201503,0.10964234637433178,2131.5162227798496,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-03,896.7102044683152,0.7748627205145386,2394,627.6971431278206,0.2621959662188056,1766.3028568721793,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-04,412.9369603581857,0.6735895637022782,2394,289.05587225073,0.1207418012743233,2104.94412774927,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-05,509.20268743155856,0.4949467939191728,2394,356.441881202091,0.14888967468759023,2037.558118797909,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-06,319.757966166784,0.7019545271996053,2394,223.8305763167488,0.09349648133531696,2170.1694236832514,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-07,560.168892205292,0.4266477147357659,2394,392.11822454370434,0.1637920737442374,2001.8817754562956,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-08,367.43574509415697,0.5667447421230088,2394,257.2050215659099,0.10743735236671256,2136.79497843409,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-09,1894.566620044496,0.9667023043056304,2394,1326.1966340311471,0.5539668479662269,1067.8033659688529,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-10,192.536507560281,0.9633333821408528,2394,134.77555529219669,0.056297224432830695,2259.2244447078033,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-11,429.2015746489853,0.6154905932353834,2394,300.44110225428966,0.1254975364470717,2093.5588977457105,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-12,214.57416341637597,0.866401433802094,2394,150.20191439146316,0.06274098345508068,2243.798085608537,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-13,112.56589731737849,0.8130060431838322,2394,78.79612812216493,0.03291400506356096,2315.203871877835,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-14,266.5606252008666,0.6656360627336901,2394,186.5924376406066,0.07794170327510717,2207.4075623593935,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-15,119.67087262370636,0.872399932831628,2394,83.76961083659445,0.034991483223305954,2310.2303891634056,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-16,427.3088627658546,0.5903066485262027,2394,299.1162039360982,0.12494411191984052,2094.8837960639016,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-17,344.8348525082676,0.7193204340335644,2394,241.3843967557873,0.10082890424218349,2152.6156032442127,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-18,438.2742259840474,0.6383638442305551,2394,306.7919581888332,0.12815035847486766,2087.208041811167,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-19,287.9404973793094,0.6242521833170374,2394,201.55834816551658,0.08419312788868696,2192.4416518344833,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-20,392.37902583894464,0.6462337190358551,2394,274.66531808726126,0.11473070930963294,2119.3346819127387,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-21,397.9914202807377,0.6085967298382622,2394,278.5939941965164,0.11637176031600518,2115.406005803484,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-22,160.43519251826,0.9590300327238932,2394,112.304634762782,0.046910875005339185,2281.695365237218,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-23,300.57462353214163,0.7576153276573522,2394,210.40223647249914,0.08788731682226364,2183.597763527501,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-24,366.95337036447125,0.7079298306680246,2394,256.8673592551299,0.1072963071241144,2137.13264074487,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-25,1032.2375484383488,0.942242271245447,2394,722.5662839068441,0.3018238445726166,1671.433716093156,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-26,488.9587551278275,0.500909616201634,2394,342.27112858947925,0.14297039623620686,2051.7288714105207,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-27,460.3412462129875,0.5430899544612626,2394,322.23887234909125,0.13460270357104898,2071.7611276509087,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-28,140.95679498461675,0.8997531725409659,2394,98.66975648923172,0.041215437130004896,2295.3302435107685,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-03-01,231.15039242941685,0.8833422600187831,2394,161.80527470059178,0.06758783404368914,2232.194725299408,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-01,2185.8208931664467,0.8469117445346084,2394,1530.0746252165127,0.63912891613054,863.9253747834873,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-02,1829.8063730285976,0.9181608283323004,2394,1280.8644611200182,0.5350311032247361,1113.1355388799818,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-03,299.5224651186399,0.6563676708449193,2394,209.66572558304793,0.087579668163345,2184.334274416952,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-04,1867.2218584503685,0.788525905742911,2394,1307.055300915258,0.5459713036404586,1086.944699084742,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-05,399.4991524205432,0.7049911944681848,2394,279.6494066943802,0.11681261766682549,2114.35059330562,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-06,220.46042558707808,0.9629295953902356,2394,154.32229791095463,0.06446211274475966,2239.6777020890454,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-07,53.26480710882498,0.426562269395522,2394,37.28536497617748,0.015574505002580402,2356.7146350238227,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-08,344.16711205036603,0.7682611560214203,2394,240.9169784352562,0.10063365849425907,2153.083021564744,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-09,271.545813540382,0.8205128048882354,2394,190.0820694782674,0.07939936068432223,2203.9179305217326,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-10,1958.852111188752,0.8030440672478154,2394,1371.1964778321262,0.5727637752013894,1022.8035221678738,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-11,327.3197165116224,0.7117561799578447,2394,229.12380155813565,0.0957075194478428,2164.8761984418643,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-12,66.89161101426305,0.4895981877769084,2394,46.82412770998413,0.019558950588965802,2347.175872290016,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-13,253.02481796021877,0.8254475849337609,2394,177.11737257215313,0.07398386490064876,2216.8826274278467,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-14,401.84408935930895,0.702058810333148,2394,281.2908625515162,0.11749827174248798,2112.709137448484,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-15,312.87453266488893,0.5511823778796454,2394,219.01217286542223,0.09148378148096167,2174.987827134578,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-16,969.2017440955856,0.89368745168874,2394,678.4412208669098,0.2833923228349665,1715.5587791330902,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-17,191.8980934719845,0.9867381212620536,2394,134.32866543038915,0.056110553646779096,2259.6713345696107,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-18,111.63742871474614,0.7490656370670778,2394,78.14620010032229,0.03264252301600764,2315.8537998996776,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-19,202.04254479739035,0.9617545400844998,2394,141.42978135817324,0.059076767484617064,2252.5702186418266,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-20,196.66976783020124,0.8333273628732039,2394,137.66883748114086,0.057505780067310296,2256.331162518859,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-21,221.75423989272852,0.8870920944170875,2394,155.22796792490996,0.06484042102126565,2238.77203207509,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-22,422.8832373335581,0.6386354253593411,2394,296.01826613349067,0.12365006939577722,2097.9817338665093,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-23,378.5283613763267,0.7375349640943041,2394,264.96985296342865,0.11068080741997854,2129.030147036571,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-24,338.3158443093873,0.6739497254861395,2394,236.82109101657107,0.09892276149397287,2157.1789089834288,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-25,135.36061800320715,0.8774064846674903,2394,94.752432602245,0.0395791280711132,2299.247567397755,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-26,276.6431880236524,0.7604244056330003,2394,193.65023161655665,0.08088982105954748,2200.3497683834435,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-27,2220.1562017248625,0.7432069674677341,2394,1554.1093412074038,0.6491684800365095,839.8906587925962,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-28,312.8282637779925,0.7685239073233188,2394,218.97978464459473,0.09147025256666447,2175.020215355405,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-29,169.19832584096469,0.9823800655171406,2394,118.43882808867527,0.04947319469034055,2275.561171911325,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-30,285.50080973668145,0.8044894717516309,2394,199.850566815677,0.08347976892885423,2194.149433184323,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-01-31,61.34720215021974,0.4694633081752578,2394,42.943041505153815,0.017937778406496997,2351.056958494846,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-01,170.41664856374013,0.9109367774342576,2394,119.29165399461807,0.04982942940460237,2274.708346005382,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-02,137.2897910036175,0.8966150652256232,2394,96.10285370253224,0.0401432137437478,2297.8971462974678,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-03,105.42455029180836,0.7206697324044298,2394,73.79718520426584,0.030825891898189576,2320.202814795734,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-04,82.24625044435294,0.6039206633228349,2394,57.572375311047054,0.02404861124103887,2336.427624688953,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-05,59.024571900579474,0.4949608915392878,2394,41.317200330405626,0.0172586467545554,2352.6827996695943,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-06,752.4352091315773,0.7315815535413859,2394,526.7046463921041,0.22001029506771266,1867.2953536078958,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-07,332.9899857196346,0.7196017156926211,2394,233.0929900037442,0.09736549290047794,2160.907009996256,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-08,146.4280505988106,0.8942028738742066,2394,102.4996354191674,0.04281521947333643,2291.5003645808324,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-09,205.81819199341825,0.9309999849508984,2394,144.07273439539276,0.060180757892812346,2249.9272656046073,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-10,159.48392210526043,0.990447946038364,2394,111.63874547368229,0.046632725761772055,2282.3612545263177,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-11,285.3670190718387,0.7420403687559448,2394,199.75691335028708,0.08344064885141482,2194.243086649713,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-12,251.29293605274364,0.8189035724303495,2394,175.90505523692053,0.07347746668208878,2218.0949447630796,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-13,131.51610249357486,0.8538163011778983,2394,92.0612717455024,0.03845500072911545,2301.9387282544976,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-14,94.5910381334757,0.6627062933339241,2394,66.21372669343299,0.027658198284642017,2327.786273306567,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-15,230.617368286776,0.883690171202411,2394,161.4321578007432,0.06743197903122106,2232.567842199257,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-16,1956.5015333666363,0.6122484287872112,2394,1369.5510733566452,0.5720764717446304,1024.4489266433548,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-17,271.843333352867,0.8183709652557477,2394,190.29033334700688,0.07948635478154005,2203.7096666529933,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-18,221.633997048072,0.9104951755703862,2394,155.14379793365038,0.06480526229475789,2238.8562020663494,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-19,98.46657422189332,0.678709928457192,2394,68.92660195532532,0.028791395971313836,2325.073398044675,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-20,34.47380899235128,0.3202264695026207,2394,24.131666294645896,0.010080061108874643,2369.868333705354,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-21,332.0652656431392,0.7052954278620093,2394,232.4456859501974,0.09709510691319859,2161.5543140498025,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-22,1603.4587061695363,0.8155097435786312,2394,1122.4210943186754,0.4688475749033732,1271.5789056813246,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-23,40.05894187047448,0.2935384329415966,2394,28.041259309332133,0.011713140897799554,2365.958740690668,Conservative Loading,Volatile | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
DEL-FRA,2026-02-24,128.2651529284953,0.8334216888974696,2394,89.7856070499467,0.03750443068084658,2304.2143929500535,Conservative Loading,Stable | High Fixed Cost Exposure | High Delay Risk | Flexible → Conservative Loading,Discount / Spot Pricing
