customer_id,sku_id,route,time_period,base_demand,forecasted_demand,forecast_confidence
CUST1,SKU1,DEL-FRA,2026-01-25,199.2,380.456921751851,0.585862241024132
CUST1,SKU1,DEL-FRA,2026-01-26,197.8,382.8625077150247,0.6534757333381696
CUST1,SKU1,DEL-FRA,2026-01-27,196.2,358.5726661520434,0.5629345090074562
CUST1,SKU1,DEL-FRA,2026-01-28,209.0,478.75349184518353,0.5812822500296553
CUST1,SKU1,DEL-FRA,2026-01-29,182.3,195.36776575899086,0.8849525604784758
CUST1,SKU1,DEL-FRA,2026-01-30,184.2,256.3917340352985,0.7410573132453118
CUST1,SKU1,DEL-FRA,2026-01-31,184.9,222.68395915588968,0.7967590676628252
CUST1,SKU1,DEL-FRA,2026-02-01,260.3,2076.648058614774,0.6361041161782655
CUST1,SKU1,DEL-FRA,2026-02-02,198.9,374.9768246002147,0.6388857091479507
CUST1,SKU1,DEL-FRA,2026-02-03,235.7,896.7102044683152,0.7748627205145386
CUST1,SKU1,DEL-FRA,2026-02-04,201.0,412.9369603581857,0.6735895637022782
CUST1,SKU1,DEL-FRA,2026-02-05,210.1,509.20268743155856,0.49494679391917284
CUST1,SKU1,DEL-FRA,2026-02-06,195.7,319.757966166784,0.7019545271996053
CUST1,SKU1,DEL-FRA,2026-02-07,210.9,560.168892205292,0.4266477147357659
CUST1,SKU1,DEL-FRA,2026-02-08,194.8,367.43574509415697,0.5667447421230088
CUST1,SKU1,DEL-FRA,2026-02-09,240.9,1894.5666200444962,0.9667023043056303
CUST1,SKU1,DEL-FRA,2026-02-10,182.3,192.536507560281,0.9633333821408528
CUST1,SKU1,DEL-FRA,2026-02-11,205.6,429.2015746489853,0.6154905932353834
CUST1,SKU1,DEL-FRA,2026-02-12,184.0,214.57416341637594,0.866401433802094
CUST1,SKU1,DEL-FRA,2026-02-13,177.3,112.56589731737847,0.8130060431838322
CUST1,SKU1,DEL-FRA,2026-02-14,190.7,266.5606252008666,0.6656360627336901
CUST1,SKU1,DEL-FRA,2026-02-15,175.8,119.67087262370637,0.872399932831628
CUST1,SKU1,DEL-FRA,2026-02-16,202.7,427.3088627658546,0.5903066485262027
CUST1,SKU1,DEL-FRA,2026-02-17,194.4,344.8348525082676,0.7193204340335644
CUST1,SKU1,DEL-FRA,2026-02-18,203.7,438.2742259840474,0.6383638442305551
CUST1,SKU1,DEL-FRA,2026-02-19,190.3,287.9404973793094,0.6242521833170374
CUST1,SKU1,DEL-FRA,2026-02-20,200.7,392.37902583894464,0.6462337190358551
CUST1,SKU1,DEL-FRA,2026-02-21,201.3,397.9914202807377,0.6085967298382622
CUST1,SKU1,DEL-FRA,2026-02-22,178.1,160.43519251826,0.9590300327238932
CUST1,SKU1,DEL-FRA,2026-02-23,192.6,300.57462353214163,0.7576153276573522
CUST1,SKU1,DEL-FRA,2026-02-24,197.8,366.95337036447125,0.7079298306680246
CUST1,SKU1,DEL-FRA,2026-02-25,253.3,1032.2375484383488,0.942242271245447
CUST1,SKU1,DEL-FRA,2026-02-26,208.9,488.9587551278275,0.500909616201634
CUST1,SKU1,DEL-FRA,2026-02-27,209.0,460.3412462129875,0.5430899544612626
CUST1,SKU1,DEL-FRA,2026-02-28,178.4,140.95679498461675,0.8997531725409659
CUST1,SKU1,DEL-FRA,2026-03-01,187.1,231.15039242941685,0.8833422600187831
CUST1,SKU2,DEL-FRA,2026-01-01,216.7,2185.8208931664467,0.8469117445346084
CUST1,SKU2,DEL-FRA,2026-01-02,206.7,1829.8063730285976,0.9181608283323004
CUST1,SKU2,DEL-FRA,2026-01-03,171.0,299.5224651186399,0.6563676708449193
CUST1,SKU2,DEL-FRA,2026-01-04,203.9,1867.2218584503685,0.788525905742911
CUST1,SKU2,DEL-FRA,2026-01-05,177.3,399.4991524205432,0.7049911944681848
CUST1,SKU2,DEL-FRA,2026-01-06,164.9,220.46042558707808,0.9629295953902355
CUST1,SKU2,DEL-FRA,2026-01-07,149.6,53.26480710882498,0.426562269395522
CUST1,SKU2,DEL-FRA,2026-01-08,171.3,344.16711205036603,0.7682611560214203
CUST1,SKU2,DEL-FRA,2026-01-09,173.2,271.54581354038197,0.8205128048882354
CUST1,SKU2,DEL-FRA,2026-01-10,221.2,1958.8521111887517,0.8030440672478154
CUST1,SKU2,DEL-FRA,2026-01-11,171.8,327.3197165116224,0.7117561799578447
CUST1,SKU2,DEL-FRA,2026-01-12,148.2,66.89161101426305,0.48959818777690844
CUST1,SKU2,DEL-FRA,2026-01-13,160.2,253.02481796021874,0.8254475849337609
CUST1,SKU2,DEL-FRA,2026-01-14,177.7,401.84408935930895,0.702058810333148
CUST1,SKU2,DEL-FRA,2026-01-15,169.3,312.87453266488893,0.5511823778796454
CUST1,SKU2,DEL-FRA,2026-01-16,215.5,969.2017440955856,0.89368745168874
CUST1,SKU2,DEL-FRA,2026-01-17,160.0,191.8980934719845,0.9867381212620535
CUST1,SKU2,DEL-FRA,2026-01-18,154.9,111.63742871474614,0.7490656370670778
CUST1,SKU2,DEL-FRA,2026-01-19,160.5,202.04254479739035,0.9617545400844998
CUST1,SKU2,DEL-FRA,2026-01-20,165.7,196.66976783020124,0.8333273628732039
CUST1,SKU2,DEL-FRA,2026-01-21,159.4,221.75423989272855,0.8870920944170875
CUST1,SKU2,DEL-FRA,2026-01-22,177.7,422.88323733355804,0.6386354253593411
CUST1,SKU2,DEL-FRA,2026-01-23,174.5,378.5283613763267,0.7375349640943041
CUST1,SKU2,DEL-FRA,2026-01-24,171.2,338.3158443093873,0.6739497254861395
CUST1,SKU2,DEL-FRA,2026-01-25,154.2,135.36061800320715,0.8774064846674903
CUST1,SKU2,DEL-FRA,2026-01-26,163.2,276.6431880236524,0.7604244056330003
CUST1,SKU2,DEL-FRA,2026-01-27,196.8,2220.1562017248625,0.7432069674677341
CUST1,SKU2,DEL-FRA,2026-01-28,169.5,312.8282637779925,0.7685239073233188
CUST1,SKU2,DEL-FRA,2026-01-29,159.9,169.19832584096469,0.9823800655171406
CUST1,SKU2,DEL-FRA,2026-01-30,164.0,285.50080973668145,0.8044894717516309
CUST1,SKU2,DEL-FRA,2026-01-31,149.9,61.34720215021974,0.46946330817525783
CUST1,SKU2,DEL-FRA,2026-02-01,158.4,170.41664856374013,0.9109367774342576
CUST1,SKU2,DEL-FRA,2026-02-02,153.4,137.2897910036175,0.8966150652256232
CUST1,SKU2,DEL-FRA,2026-02-03,153.8,105.42455029180837,0.7206697324044298
CUST1,SKU2,DEL-FRA,2026-02-04,151.6,82.24625044435294,0.6039206633228349
CUST1,SKU2,DEL-FRA,2026-02-05,149.1,59.024571900579474,0.4949608915392878
CUST1,SKU2,DEL-FRA,2026-02-06,195.9,752.4352091315773,0.7315815535413859
CUST1,SKU2,DEL-FRA,2026-02-07,176.3,332.9899857196346,0.7196017156926211
CUST1,SKU2,DEL-FRA,2026-02-08,155.6,146.42805059881061,0.8942028738742066
CUST1,SKU2,DEL-FRA,2026-02-09,161.6,205.81819199341822,0.9309999849508983
CUST1,SKU2,DEL-FRA,2026-02-10,157.8,159.48392210526043,0.9904479460383641
CUST1,SKU2,DEL-FRA,2026-02-11,168.8,285.3670190718387,0.7420403687559448
CUST1,SKU2,DEL-FRA,2026-02-12,165.9,251.29293605274364,0.8189035724303495
CUST1,SKU2,DEL-FRA,2026-02-13,155.4,131.51610249357486,0.8538163011778983
CUST1,SKU2,DEL-FRA,2026-02-14,152.8,94.5910381334757,0.6627062933339241
CUST1,SKU2,DEL-FRA,2026-02-15,164.0,230.61736828677596,0.883690171202411
CUST1,SKU2,DEL-FRA,2026-02-16,194.2,1956.5015333666365,0.6122484287872112
CUST1,SKU2,DEL-FRA,2026-02-17,164.3,271.843333352867,0.8183709652557477
CUST1,SKU2,DEL-FRA,2026-02-18,163.5,221.633997048072,0.9104951755703862
CUST1,SKU2,DEL-FRA,2026-02-19,152.6,98.46657422189332,0.678709928457192
CUST1,SKU2,DEL-FRA,2026-02-20,149.8,34.47380899235128,0.3202264695026207
CUST1,SKU2,DEL-FRA,2026-02-21,171.3,332.0652656431392,0.7052954278620093
CUST1,SKU2,DEL-FRA,2026-02-22,219.6,1603.4587061695363,0.8155097435786312
CUST1,SKU2,DEL-FRA,2026-02-23,149.9,40.058941870474484,0.29353843294159665
CUST1,SKU2,DEL-FRA,2026-02-24,154.1,128.2651529284953,0.8334216888974696
CUST1,SKU2,DEL-FRA,2026-02-25,174.9,403.51872013635165,0.6638323955750423
CUST1,SKU2,DEL-FRA,2026-02-26,157.1,145.84488338136953,0.8758849600318945
CUST1,SKU2,DEL-FRA,2026-02-27,164.6,247.16918983230545,0.7825121605306743
CUST1,SKU2,DEL-FRA,2026-02-28,158.2,186.7320524671381,0.9726974479736905
CUST1,SKU2,DEL-FRA,2026-03-01,178.6,407.3458112589213,0.6630632220644374
CUST1,SKU3,DEL-FRA,2026-01-01,163.5,293.2778284375482,0.804893659864691
CUST1,SKU3,DEL-FRA,2026-01-02,158.9,246.10474346870882,0.7933914132711258
CUST1,SKU3,DEL-FRA,2026-01-03,141.5,11.03895018506762,0.09275726496722869
CUST1,SKU3,DEL-FRA,2026-01-04,167.8,364.9493092319173,0.5611019413126166
CUST1,SKU3,DEL-FRA,2026-01-05,158.4,233.78323443042535,0.9046010671263647
CUST1,SKU3,DEL-FRA,2026-01-06,208.4,1038.4751412237333,0.8652757659237721
CUST1,SKU3,DEL-FRA,2026-01-07,143.4,32.76625269606524,0.287278552149158
CUST1,SKU3,DEL-FRA,2026-01-08,146.0,90.95693109963128,0.6574097354236913
CUST1,SKU3,DEL-FRA,2026-01-09,159.0,211.55006547643683,0.9241523025457948
CUST1,SKU3,DEL-FRA,2026-01-10,152.8,181.8210345421577,0.9836113151386776
CUST1,SKU3,DEL-FRA,2026-01-11,154.4,198.2692297678057,0.8851623699607983
CUST1,SKU3,DEL-FRA,2026-01-12,153.4,167.17452673836823,0.9411376528708237
CUST1,SKU3,DEL-FRA,2026-01-13,160.6,290.2213869424385,0.7139634669053763
CUST1,SKU3,DEL-FRA,2026-01-14,170.4,384.7496614089603,0.6940533609523036
CUST1,SKU3,DEL-FRA,2026-01-15,167.5,358.60569127454204,0.5822012403156147
CUST1,SKU3,DEL-FRA,2026-01-16,162.1,278.6320585124303,0.869488079558245
CUST1,SKU3,DEL-FRA,2026-01-17,166.5,352.1312033813036,0.6330209709872088
CUST1,SKU3,DEL-FRA,2026-01-18,141.9,26.236073679670596,0.22806603087343136
CUST1,SKU3,DEL-FRA,2026-01-19,160.9,242.34333147137426,0.8978921179149154
CUST1,SKU3,DEL-FRA,2026-01-20,162.3,325.7672903462947,0.6334334156077686
CUST1,SKU3,DEL-FRA,2026-01-21,213.0,2301.9826103913524,0.7630964300665419
CUST1,SKU3,DEL-FRA,2026-01-22,147.2,80.09600477506211,0.5382931601821794
CUST1,SKU3,DEL-FRA,2026-01-23,209.3,2051.7126708790825,0.9820333039625093
CUST1,SKU3,DEL-FRA,2026-01-24,159.5,257.53524235148967,0.8418686387252728
CUST1,SKU3,DEL-FRA,2026-01-25,145.2,41.7517861092507,0.3321287760744609
CUST1,SKU3,DEL-FRA,2026-01-26,141.8,27.188970511982518,0.22000932848092059
CUST1,SKU3,DEL-FRA,2026-01-27,165.7,350.87358050471533,0.6061356773734037
CUST1,SKU3,DEL-FRA,2026-01-28,168.0,327.5561360689672,0.6280441946649312
CUST1,SKU3,DEL-FRA,2026-01-29,165.5,339.57139379712277,0.7408628734536316
CUST1,SKU3,DEL-FRA,2026-01-30,202.8,1443.571052777165,0.9987044361893342
CUST1,SKU3,DEL-FRA,2026-01-31,156.4,243.67804553531454,0.8754275124240861
CUST1,SKU3,DEL-FRA,2026-02-01,152.6,125.20524915817225,0.779183042989762
CUST1,SKU3,DEL-FRA,2026-02-02,155.1,198.1459394909785,0.9206910454573874
CUST1,SKU3,DEL-FRA,2026-02-03,148.8,99.6744934553771,0.666742497069774
CUST1,SKU3,DEL-FRA,2026-02-04,144.3,92.54957347576305,0.6503383779358642
CUST1,SKU3,DEL-FRA,2026-02-05,148.4,105.86506758324674,0.7282542397386843
CUST1,SKU3,DEL-FRA,2026-02-06,143.8,60.628590101823136,0.43402078645435305
CUST1,SKU3,DEL-FRA,2026-02-07,169.3,274.56677333412955,0.8080407436772016
CUST1,SKU3,DEL-FRA,2026-02-08,169.9,367.26650287994784,0.561883286107524
CUST1,SKU3,DEL-FRA,2026-02-09,142.4,14.426546184291112,0.12339213602361665
CUST1,SKU3,DEL-FRA,2026-02-10,161.6,318.09963534578054,0.6438981112926065
CUST1,SKU3,DEL-FRA,2026-02-11,166.5,343.6609770450796,0.7278923540684112
CUST1,SKU3,DEL-FRA,2026-02-12,157.6,244.61111744448868,0.9137473153702118
CUST1,SKU3,DEL-FRA,2026-02-13,157.9,219.50791718913314,0.8560060715704751
CUST1,SKU3,DEL-FRA,2026-02-14,203.3,752.7338115978969,0.9606159531166109
CUST1,SKU3,DEL-FRA,2026-02-15,152.4,206.21315464702042,0.955754697057414
CUST1,SKU3,DEL-FRA,2026-02-16,155.2,193.41571437537658,0.9931298734392914
CUST1,SKU3,DEL-FRA,2026-02-17,153.5,172.76431958494226,0.8726828128164383
CUST1,SKU3,DEL-FRA,2026-02-18,149.8,105.14382927324584,0.7119318118379567
CUST1,SKU3,DEL-FRA,2026-02-19,152.6,163.24721797638148,0.9755517629175072
CUST1,SKU3,DEL-FRA,2026-02-20,170.0,370.29427120484826,0.5859032401380371
CUST1,SKU3,DEL-FRA,2026-02-21,192.0,1883.9432550534584,0.70966465477914
CUST1,SKU3,DEL-FRA,2026-02-22,146.3,103.54891243928728,0.7143082728812047
CUST1,SKU3,DEL-FRA,2026-02-23,156.4,214.01513945630205,0.9461542205364416
CUST1,SKU3,DEL-FRA,2026-02-24,170.4,403.0886606121473,0.6312888313256058
CUST1,SKU3,DEL-FRA,2026-02-25,167.4,349.2406293307518,0.7369548765899103
CUST1,SKU3,DEL-FRA,2026-02-26,142.4,28.506912849546666,0.2401619606392026
CUST1,SKU3,DEL-FRA,2026-02-27,149.4,99.23976615863523,0.6279694739375976
CUST1,SKU3,DEL-FRA,2026-02-28,147.6,74.31875655165595,0.5496711360996676
CUST1,SKU3,DEL-FRA,2026-03-01,158.5,216.06847866648633,0.954992304761436
CUST1,SKU4,DEL-FRA,2026-01-01,159.0,1156.6962041973763,0.9776149552873845
CUST1,SKU4,DEL-FRA,2026-01-02,156.7,1221.3771257202013,0.8461266480287541
CUST1,SKU4,DEL-FRA,2026-01-03,160.6,1910.8963622513347,0.9760015463605132
CUST1,SKU4,DEL-FRA,2026-01-04,111.1,-29.390959056003965,0.0
CUST1,SKU4,DEL-FRA,2026-01-05,121.3,97.59531805420744,0.6632438792706539
CUST1,SKU4,DEL-FRA,2026-01-06,144.0,1649.6673272140604,0.42080692570424727
CUST1,SKU4,DEL-FRA,2026-01-07,111.5,-28.861921679035675,0.0
CUST1,SKU4,DEL-FRA,2026-01-08,123.4,180.27271613765038,0.995923785942353
CUST1,SKU4,DEL-FRA,2026-01-09,127.0,173.76535247318373,0.9761360518733425
CUST1,SKU4,DEL-FRA,2026-01-10,109.0,-82.75952278814262,0.0
CUST1,SKU4,DEL-FRA,2026-01-11,111.1,34.62501551769378,0.2943405084241528
CUST1,SKU4,DEL-FRA,2026-01-12,126.0,217.1550962713598,0.9215570793656201
CUST1,SKU4,DEL-FRA,2026-01-13,127.0,230.9500074613066,0.8339812023567026
CUST1,SKU4,DEL-FRA,2026-01-14,116.4,60.21973301935083,0.47675915309217365
CUST1,SKU4,DEL-FRA,2026-01-15,112.0,6.934976506858277,0.060736019330828395
CUST1,SKU4,DEL-FRA,2026-01-16,111.1,-24.54089781716766,0.0
CUST1,SKU4,DEL-FRA,2026-01-17,107.9,-97.68009132694951,0.0
CUST1,SKU4,DEL-FRA,2026-01-18,107.5,-66.69720375333299,0.0
CUST1,SKU4,DEL-FRA,2026-01-19,111.1,-33.11669798673557,0.0
CUST1,SKU4,DEL-FRA,2026-01-20,117.9,110.61542187777297,0.7789449722807593
CUST1,SKU4,DEL-FRA,2026-01-21,128.9,267.0161058941473,0.7699677830407194
CUST1,SKU4,DEL-FRA,2026-01-22,120.3,119.16396778789004,0.7379242235131
CUST1,SKU4,DEL-FRA,2026-01-23,128.6,131.009792356133,0.774600985249549
CUST1,SKU4,DEL-FRA,2026-01-24,149.1,896.2773005826668,0.7737656006866559
CUST1,SKU4,DEL-FRA,2026-01-25,111.3,-39.6284287821947,0.0
CUST1,SKU4,DEL-FRA,2026-01-26,142.3,949.1680877311669,0.31748473961257206
CUST1,SKU4,DEL-FRA,2026-01-27,121.2,121.46096973759956,0.7559106283857867
CUST1,SKU4,DEL-FRA,2026-01-28,108.4,-48.2208730582218,0.0
CUST1,SKU4,DEL-FRA,2026-01-29,127.0,192.3267580548108,0.9780724686253632
CUST1,SKU4,DEL-FRA,2026-01-30,108.5,-81.0143123586233,0.0
CUST1,SKU4,DEL-FRA,2026-01-31,118.6,72.01317048218112,0.5036627127913171
CUST1,SKU4,DEL-FRA,2026-02-01,145.0,1792.325319848208,0.45581049484590574
CUST1,SKU4,DEL-FRA,2026-02-02,124.7,188.55278187099594,0.9811592848972809
CUST1,SKU4,DEL-FRA,2026-02-03,118.4,99.621239393162,0.649632451976101
CUST1,SKU4,DEL-FRA,2026-02-04,128.0,244.90596308568257,0.7830234799011248
CUST1,SKU4,DEL-FRA,2026-02-05,123.6,167.0071331446331,0.9186496107192664
CUST1,SKU4,DEL-FRA,2026-02-06,109.1,-61.421505093469875,0.0
CUST1,SKU4,DEL-FRA,2026-02-07,122.4,144.49291111094766,0.8773993320959899
CUST1,SKU4,DEL-FRA,2026-02-08,141.3,351.8644470247944,0.6746861086027464
CUST1,SKU4,DEL-FRA,2026-02-09,127.3,163.17060388109826,0.9316603041567628
CUST1,SKU4,DEL-FRA,2026-02-10,117.6,108.94779397204184,0.6418342254410058
CUST1,SKU4,DEL-FRA,2026-02-11,121.1,159.72401128227443,0.9661387163503734
CUST1,SKU4,DEL-FRA,2026-02-12,153.6,1905.0671853753101,0.9363062895760361
CUST1,SKU4,DEL-FRA,2026-02-13,121.9,125.93156482301197,0.8623932343420089
CUST1,SKU4,DEL-FRA,2026-02-14,129.6,234.50832178786044,0.8212151097808158
CUST1,SKU4,DEL-FRA,2026-02-15,113.2,-0.34920763121181153,0.0
CUST1,SKU4,DEL-FRA,2026-02-16,110.7,-58.168778256139944,0.0
CUST1,SKU4,DEL-FRA,2026-02-17,117.5,60.27066290256187,0.47489876537990994
CUST1,SKU4,DEL-FRA,2026-02-18,107.9,-55.057129870513734,0.0
CUST1,SKU4,DEL-FRA,2026-02-19,125.3,144.8145195198215,0.8521266059955989
CUST1,SKU4,DEL-FRA,2026-02-20,120.4,164.43736534625333,0.9873739454220072
CUST1,SKU4,DEL-FRA,2026-02-21,120.2,95.41633068287803,0.6443298193200948
CUST1,SKU4,DEL-FRA,2026-02-22,127.7,169.447302528261,0.9673553769463542
CUST1,SKU4,DEL-FRA,2026-02-23,107.6,-83.16946110878237,0.0
CUST1,SKU4,DEL-FRA,2026-02-24,117.6,70.17263986399831,0.45647875625055834
CUST1,SKU4,DEL-FRA,2026-02-25,121.4,72.37663909384975,0.507180299652427
CUST1,SKU4,DEL-FRA,2026-02-26,108.1,-67.1470921081268,0.0
CUST1,SKU4,DEL-FRA,2026-02-27,116.4,71.56583705948424,0.5199449424538316
CUST1,SKU4,DEL-FRA,2026-02-28,150.8,1525.3767347040223,0.6076968842570327
CUST1,SKU4,DEL-FRA,2026-03-01,111.9,-21.162252727868918,0.0
CUST1,SKU5,DEL-FRA,2026-01-01,150.1,316.2631878803149,0.6472070316297592
CUST1,SKU5,DEL-FRA,2026-01-02,136.6,106.88276043720299,0.7046996957405303
CUST1,SKU5,DEL-FRA,2026-01-03,144.3,225.9363963140102,0.9000389663057422
CUST1,SKU5,DEL-FRA,2026-01-04,147.1,284.0753053929788,0.8295446172241161
CUST1,SKU5,DEL-FRA,2026-01-05,139.3,125.80437369511691,0.8347431710199673
CUST1,SKU5,DEL-FRA,2026-01-06,188.6,1762.2335203130965,0.9373487696675933
CUST1,SKU5,DEL-FRA,2026-01-07,176.2,1198.5989633473184,0.8145928745141742
CUST1,SKU5,DEL-FRA,2026-01-08,130.2,37.66033513988771,0.31080146486913207
CUST1,SKU5,DEL-FRA,2026-01-09,142.6,219.93528306536024,0.999579159722562
CUST1,SKU5,DEL-FRA,2026-01-10,129.5,22.39391944667983,0.1826622276087898
CUST1,SKU5,DEL-FRA,2026-01-11,143.9,195.00028942088812,0.9152349223461396
CUST1,SKU5,DEL-FRA,2026-01-12,132.9,43.93334651002232,0.3284551202965681
CUST1,SKU5,DEL-FRA,2026-01-13,131.7,56.06096155237452,0.381086806793401
CUST1,SKU5,DEL-FRA,2026-01-14,139.9,157.25529120589033,0.8558434803817284
CUST1,SKU5,DEL-FRA,2026-01-15,127.1,-17.604200327491526,0.0
CUST1,SKU5,DEL-FRA,2026-01-16,141.0,161.9885206705885,0.9504827193462736
CUST1,SKU5,DEL-FRA,2026-01-17,136.8,128.74241250049988,0.7452935419678525
CUST1,SKU5,DEL-FRA,2026-01-18,135.8,164.35881276308965,0.968516297959829
CUST1,SKU5,DEL-FRA,2026-01-19,132.1,63.77115964713079,0.45833424817392376
CUST1,SKU5,DEL-FRA,2026-01-20,147.4,290.41317214429097,0.8085744000653791
CUST1,SKU5,DEL-FRA,2026-01-21,134.8,153.19178049147934,0.9505408026326049
CUST1,SKU5,DEL-FRA,2026-01-22,169.3,1937.1412052876221,0.5603260768183957
CUST1,SKU5,DEL-FRA,2026-01-23,136.2,99.59466299958746,0.7941512326382592
CUST1,SKU5,DEL-FRA,2026-01-24,129.5,17.539688169050578,0.15666003432148645
CUST1,SKU5,DEL-FRA,2026-01-25,131.6,25.927314981472534,0.2165826563465969
CUST1,SKU5,DEL-FRA,2026-01-26,134.0,64.69644042557775,0.5077199919194317
CUST1,SKU5,DEL-FRA,2026-01-27,136.2,127.04520051905155,0.7239878005350812
CUST1,SKU5,DEL-FRA,2026-01-28,151.0,269.57177595478794,0.6983267462240939
CUST1,SKU5,DEL-FRA,2026-01-29,172.3,869.404023511255,0.7266511920583583
CUST1,SKU5,DEL-FRA,2026-01-30,127.4,-6.675844242520498,0.0
CUST1,SKU5,DEL-FRA,2026-01-31,144.0,228.54937449600146,0.9704344029445309
CUST1,SKU5,DEL-FRA,2026-02-01,130.4,8.571684613671607,0.0803269191079019
CUST1,SKU5,DEL-FRA,2026-02-02,133.8,79.3589276941712,0.5276182600995512
CUST1,SKU5,DEL-FRA,2026-02-03,176.8,698.0749474187623,0.8283902738899827
CUST1,SKU5,DEL-FRA,2026-02-04,151.0,334.2253522792856,0.6156932339289098
CUST1,SKU5,DEL-FRA,2026-02-05,143.6,234.49934711817474,0.8988153560862276
CUST1,SKU5,DEL-FRA,2026-02-06,131.0,37.94642917945566,0.2982315149128034
CUST1,SKU5,DEL-FRA,2026-02-07,138.8,160.5389817191102,0.9384224833152297
CUST1,SKU5,DEL-FRA,2026-02-08,138.2,210.73437593976843,0.9274569306493812
CUST1,SKU5,DEL-FRA,2026-02-09,128.4,-10.366829728477455,0.0
CUST1,SKU5,DEL-FRA,2026-02-10,150.1,272.85286139106375,0.8028641934746187
CUST1,SKU5,DEL-FRA,2026-02-11,131.7,31.896768723044886,0.24999173830182408
CUST1,SKU5,DEL-FRA,2026-02-12,176.7,1060.482374763595,0.9268664128876892
CUST1,SKU5,DEL-FRA,2026-02-13,167.8,1574.0553152508346,0.4272575690374355
CUST1,SKU5,DEL-FRA,2026-02-14,190.5,2079.2935103072437,0.6898361202612475
CUST1,SKU5,DEL-FRA,2026-02-15,147.5,268.23116637631693,0.6828920732049855
CUST1,SKU5,DEL-FRA,2026-02-16,185.6,1209.0108821835677,0.958059804099936
CUST1,SKU5,DEL-FRA,2026-02-17,132.6,115.8156232778868,0.7389788916621938
CUST1,SKU5,DEL-FRA,2026-02-18,129.0,13.529747315140185,0.11406340754440958
CUST1,SKU5,DEL-FRA,2026-02-19,182.3,1296.8407834184645,0.8444815719832159
CUST1,SKU5,DEL-FRA,2026-02-20,137.1,139.1425570318499,0.8433643479198397
CUST1,SKU5,DEL-FRA,2026-02-21,149.0,296.25612364382863,0.6915408193242703
CUST1,SKU5,DEL-FRA,2026-02-22,189.1,2017.0477645768756,0.7785207864387916
CUST1,SKU5,DEL-FRA,2026-02-23,146.1,286.59009717997816,0.8278477611643528
CUST1,SKU5,DEL-FRA,2026-02-24,128.6,38.03899663868191,0.30551748765173314
CUST1,SKU5,DEL-FRA,2026-02-25,184.3,1404.9842572193882,0.9757138686113106
CUST1,SKU5,DEL-FRA,2026-02-26,143.8,210.08293851490515,0.9681099994896525
CUST1,SKU5,DEL-FRA,2026-02-27,126.0,-48.88786918519878,0.0
CUST1,SKU5,DEL-FRA,2026-02-28,146.7,221.38944974121927,0.936734418213398
CUST1,SKU5,DEL-FRA,2026-03-01,135.6,95.69788363462146,0.627142982267015
CUST1,SKU1,DEL-MUM,2026-01-01,177.6,329.5524660585584,0.636432991732126
CUST1,SKU1,DEL-MUM,2026-01-02,169.7,229.75821972663226,0.835920710384889
CUST1,SKU1,DEL-MUM,2026-01-03,166.1,202.57347025850964,0.9855679522222814
CUST1,SKU1,DEL-MUM,2026-01-04,179.0,297.18869528786814,0.7838338466485161
